1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th
1.7804932594299316, 1.6922883987426758, 1.6697030067443848, 1.6847517490386963, 1.6525650024414062, 1.657287359237671, 1.6568419933319092, 1.6566481590270996, 1.6150879859924316, 1.6396076679229736, 1.6102347373962402, 1.5937418937683105, 1.6760263442993164, 1.6367900371551514, 1.59132981300354, 
1.7065825462341309, 1.668189525604248, 1.6230807304382324, 1.7234420776367188, 1.6851682662963867, 1.6338913440704346, 1.6052360534667969, 1.674187183380127, 1.6107158660888672, 1.6395199298858643, 1.6474754810333252, 1.6085920333862305, 1.647826910018921, 1.600923776626587, 1.5717687606811523, 
1.7423391342163086, 1.7566804885864258, 1.7536993026733398, 2.1618340015411377, 1.8679993152618408, 1.6339917182922363, 1.6614437103271484, 1.6348297595977783, 1.6356480121612549, 1.648613452911377, 1.6412291526794434, 1.6758780479431152, 1.6343576908111572, 1.6045904159545898, 1.624809741973877, 
1.6854782104492188, 1.69057035446167, 1.6598842144012451, 1.6660892963409424, 1.6760814189910889, 1.6784560680389404, 1.7372310161590576, 1.6368129253387451, 1.692209005355835, 1.5996325016021729, 1.6454567909240723, 1.6178815364837646, 1.6247875690460205, 1.62349534034729, 1.5811114311218262, 
1.6438837051391602, 1.6496756076812744, 1.6390416622161865, 1.662539005279541, 1.6234982013702393, 1.6279029846191406, 1.6279499530792236, 1.6168100833892822, 1.6320524215698242, 1.6343235969543457, 1.6180636882781982, 1.577559471130371, 1.5919649600982666, 1.7140827178955078, 1.6747677326202393, 
1.8050150871276855, 1.94466233253479, 1.978139877319336, 1.9541778564453125, 1.8718907833099365, 1.830535650253296, 1.7187542915344238, 1.8112115859985352, 1.6808886528015137, 1.6819140911102295, 1.7263634204864502, 1.7048780918121338, 1.6792993545532227, 1.7233352661132812, 1.596231460571289, 
1.6793556213378906, 1.719719648361206, 1.6890466213226318, 1.749678134918213, 1.6673078536987305, 1.6870441436767578, 1.695897102355957, 1.6658902168273926, 1.723484992980957, 1.7031669616699219, 1.7113449573516846, 1.6872227191925049, 2.0018410682678223, 1.8077600002288818, 1.744145154953003, 
1.7528643608093262, 1.6862468719482422, 1.7142796516418457, 1.7765717506408691, 1.691499948501587, 1.6826910972595215, 1.6699609756469727, 1.8231403827667236, 1.8254966735839844, 1.7895307540893555, 1.6044292449951172, 1.7331657409667969, 1.68330979347229, 1.6516304016113281, 1.5849437713623047, 
1.6720094680786133, 1.8021411895751953, 1.8410654067993164, 1.7481224536895752, 1.6855766773223877, 1.7077224254608154, 1.665421485900879, 1.688344955444336, 1.6693782806396484, 1.5609385967254639, 1.6358802318572998, 1.620823621749878, 1.7257215976715088, 1.819157361984253, 1.8525059223175049, 
1.6426575183868408, 1.733410358428955, 1.6821727752685547, 1.7067687511444092, 1.71763277053833, 1.6826865673065186, 1.6280384063720703, 1.6206471920013428, 1.6724700927734375, 1.7528269290924072, 1.6309309005737305, 1.6161797046661377, 1.7577903270721436, 1.6790075302124023, 1.6107873916625977, 
